team_market,team_name,team_id,total_games_played,total_minutes_played,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att
Western Kentucky,Hilltoppers,881380da-861c-4ab6-a7d2-20699d8ea883,31,6300.0,793,1754,1196,607,6300.0,0.508,186,558,0.333,30,464,637,0.728,260,775,1035,384,430,0.89,216,155,485,4,2236,201,2,433,316,0,4,1033,2462,2034.28,0.55,6.48,13.97,10.19,203.2,72.1,8.39,25.0,33.39,12.4,6.97,5.0,13.87,15.65,0.06,0.97,25.58,56.58,6.0,18.0,14.97,20.55,19.58,38.58,33.32,79.42,65.62
Charlotte,49ers,8ddbfca9-a931-4908-aa31-9fcd17624b5f,29,5800.0,598,1442,827,407,5800.0,0.492,191,615,0.311,31,389,524,0.742,161,650,811,288,420,0.69,138,101,493,4,1776,130,0,288,207,1,4,698,1715,1672.56,0.531,4.48,9.93,7.14,200.0,61.2,5.55,22.41,27.97,9.9,4.76,3.48,14.48,17.0,0.0,1.07,20.62,49.72,6.59,21.21,13.41,18.07,14.03,28.52,24.07,59.14,57.67
Louisiana Tech,Bulldogs,8ff733a9-9f93-46de-ba7e-cf6f7e429670,31,6275.0,800,1823,1108,559,6275.0,0.505,241,715,0.337,12,432,652,0.663,302,751,1053,419,363,1.15,180,112,499,5,2273,193,0,430,313,0,2,919,2431,2109.88,0.539,6.23,13.87,10.1,202.4,73.3,9.74,24.23,33.97,13.5,5.81,3.61,11.71,16.1,0.0,0.39,25.81,58.81,7.77,23.06,13.94,21.03,18.03,35.74,29.65,78.42,68.06
UTSA,Roadrunners,953151f2-1e42-4cb0-a99e-202493a64dcf,31,6275.0,869,2008,1184,584,6275.0,0.493,285,824,0.346,17,382,519,0.736,264,812,1076,401,390,1.03,209,81,558,4,2405,292,0,507,332,0,3,916,2506,2236.36,0.538,9.42,16.35,10.71,202.4,77.6,8.52,26.19,34.71,12.9,6.74,2.61,12.58,18.0,0.0,0.55,28.03,64.77,9.19,26.58,12.32,16.74,18.84,38.19,29.55,80.84,72.14
Florida International,Golden Panthers,a8ac24ca-3b7a-4610-ad99-042661584c48,31,6200.0,913,2059,1201,649,6200.0,0.54,264,858,0.308,15,496,776,0.639,284,736,1020,458,437,1.05,328,138,603,5,2586,446,0,625,329,0,5,1186,2667,2400.44,0.539,14.39,20.16,10.61,200.0,83.4,9.16,23.74,32.9,14.8,10.58,4.45,14.1,19.45,0.0,0.48,29.45,66.42,8.52,27.68,16.0,25.03,20.94,38.74,38.26,86.03,77.43
Rice,Owls,bb384635-c3a0-459a-8f13-fcd7177313e5,31,6325.0,777,1815,1045,509,6325.0,0.487,268,770,0.348,7,480,702,0.684,264,830,1094,410,417,0.98,163,104,555,2,2302,138,0,371,315,0,0,870,2396,2123.88,0.542,4.45,11.97,10.16,204.0,74.3,8.52,26.77,35.29,13.2,5.26,3.35,13.45,17.9,0.0,0.23,25.06,58.55,8.65,24.84,15.48,22.65,16.42,33.71,28.06,77.29,68.51
Florida Atlantic,Owls,c851131a-5ecd-4670-81bc-b40f4837dd65,31,6275.0,769,1863,1019,496,6275.0,0.487,273,844,0.323,10,389,521,0.747,309,824,1133,393,458,0.86,174,87,544,5,2200,154,0,417,380,0,2,775,2303,2092.24,0.526,4.97,13.45,12.26,202.4,71.0,9.97,26.58,36.55,12.7,5.61,2.81,14.77,17.55,0.0,0.32,24.81,60.1,8.81,27.23,12.55,16.81,16.0,32.87,25.0,74.29,67.49
Old Dominion,Monarchs,ce967953-5c50-4220-87b2-99acb9606e84,31,6200.0,739,1790,1107,496,6200.0,0.448,243,683,0.356,12,351,540,0.65,327,792,1119,399,365,1.09,177,139,510,2,2072,219,0,372,351,0,0,821,2301,2027.6,0.511,7.06,12.0,11.32,200.0,66.8,10.55,25.55,36.1,12.9,5.71,4.48,11.77,16.45,0.0,0.39,23.84,57.74,7.84,22.03,11.32,17.42,16.0,35.71,26.48,74.23,65.41
Cal State Bakersfield,Roadrunners,2da57857-b038-4ad3-8199-e3fb339f57d2,30,6075.0,787,1835,1214,581,6075.0,0.479,206,621,0.332,13,361,543,0.665,370,637,1007,353,389,0.91,198,95,659,5,2141,269,0,500,387,0,1,828,2175,2073.92,0.516,8.97,16.67,12.9,202.5,71.4,12.33,21.23,33.57,11.8,6.6,3.17,12.97,21.97,0.0,0.43,26.23,61.17,6.87,20.7,12.03,18.1,19.37,40.47,27.6,72.5,69.13
Chicago State,Cougars,2f8c85a7-54f4-4942-be16-2cbac77c82d7,31,6200.0,701,1701,1247,563,6200.0,0.451,138,454,0.304,24,381,562,0.678,190,668,858,363,494,0.73,185,66,606,16,1921,213,2,341,214,0,3,871,1718,1948.28,0.493,6.87,11.0,6.9,200.0,62.0,6.13,21.55,27.68,11.7,5.97,2.13,15.94,19.55,0.06,0.77,22.61,54.87,4.45,14.65,12.29,18.13,18.16,40.23,28.1,55.42,62.85
Utah Valley,Wolverines,4200f37c-86e0-413e-a5c4-e5edf1e272e7,31,6200.0,828,1702,1060,576,6200.0,0.543,252,642,0.393,20,495,684,0.724,221,786,1007,429,418,1.03,184,77,553,5,2403,308,0,414,312,0,3,1058,2619,2002.96,0.6,9.94,13.35,10.06,200.0,77.5,7.13,25.35,32.48,13.8,5.94,2.48,13.48,17.84,0.0,0.65,26.71,54.9,8.13,20.71,15.97,22.06,18.58,34.19,34.13,84.48,64.61
New Mexico State,Aggies,5016fe1a-9571-4d10-bf5b-b9c1b496bd57,31,6225.0,846,1858,1008,566,6225.0,0.562,280,850,0.329,14,431,639,0.674,382,764,1146,455,369,1.23,180,80,562,6,2403,317,0,460,428,0,0,1008,2675,2139.16,0.562,10.23,14.84,13.81,200.8,77.5,12.32,24.65,36.97,14.7,5.81,2.58,11.9,18.13,0.0,0.45,27.29,59.94,9.03,27.42,13.9,20.61,18.26,32.52,32.52,86.29,69.01
Seattle,Redhawks,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,31,6250.0,800,1823,1222,576,6250.0,0.471,224,601,0.373,24,453,635,0.713,282,804,1086,365,382,0.96,135,112,621,3,2277,164,1,387,338,0,4,912,2388,2102.4,0.542,5.29,12.48,10.9,201.6,73.5,9.1,25.94,35.03,11.8,4.35,3.61,12.32,20.03,0.03,0.77,25.81,58.81,7.23,19.39,14.61,20.48,18.58,39.42,29.42,77.03,67.82
UMKC,Kangaroos,820c8f26-cf11-4997-b2e2-19f47bd2f72f,31,6250.0,750,1735,1036,499,6250.0,0.482,251,699,0.359,19,405,579,0.699,204,651,855,347,383,0.91,228,86,628,8,2156,239,1,505,215,0,3,936,2130,1989.76,0.542,7.71,16.29,6.94,201.6,69.5,6.58,21.0,27.58,11.2,7.35,2.77,12.35,20.26,0.03,0.61,24.19,55.97,8.1,22.55,13.06,18.68,16.1,33.42,30.19,68.71,64.19
Texas Rio Grande Valley,Vaqueros,92456e1e-f48c-4385-96ab-14cb27d18726,33,6650.0,784,1905,1349,610,6650.0,0.452,174,556,0.313,23,576,835,0.69,275,710,985,444,424,1.05,313,92,690,8,2318,314,0,613,321,0,2,874,2348,2272.4,0.51,9.52,18.58,9.73,201.5,70.2,8.33,21.52,29.85,13.5,9.48,2.79,12.85,20.91,0.0,0.7,23.76,57.73,5.27,16.85,17.45,25.3,18.48,40.88,26.48,71.15,68.86
California Baptist,Lancers,a43197e1-de68-41cf-bd75-88c695738601,30,6100.0,816,1812,1034,536,6100.0,0.518,280,778,0.36,4,436,557,0.783,255,769,1024,339,364,0.93,146,82,611,6,2348,248,0,398,322,0,4,922,2458,2057.08,0.571,8.27,13.27,10.73,203.3,78.3,8.5,25.63,34.13,11.3,4.87,2.73,12.13,20.37,0.0,0.13,27.2,60.4,9.33,25.93,14.53,18.57,17.87,34.47,30.73,81.93,68.57
Grand Canyon,Antelopes,f7e6acc3-0778-4de5-940a-d88e20df1159,30,6050.0,803,1757,1088,583,6050.0,0.536,220,669,0.329,24,452,618,0.731,266,747,1013,442,369,1.2,188,67,539,4,2278,212,1,437,319,0,3,942,2499,2028.92,0.561,7.07,14.57,10.63,201.7,75.9,8.87,24.9,33.77,14.7,6.27,2.23,12.3,17.97,0.03,0.8,26.77,58.57,7.33,22.3,15.07,20.6,19.43,36.27,31.4,83.3,67.63
Southeastern Louisiana,Lions,55cd5bb4-b030-4a7a-9652-6cebaf81c574,31,6200.0,718,1638,985,496,6200.0,0.504,222,653,0.34,20,421,592,0.711,294,664,958,428,506,0.85,203,75,562,8,2079,90,0,437,362,0,1,662,2146,1898.48,0.548,2.9,14.1,11.68,200.0,67.1,9.48,21.42,30.9,13.8,6.55,2.42,16.32,18.13,0.0,0.65,23.16,52.84,7.16,21.06,13.58,19.1,16.0,31.77,21.35,69.23,61.24
Stephen F. Austin,Lumberjacks,5ef64f01-86ae-4553-9834-c79cc0859eaf,30,6050.0,745,1696,1108,544,6050.0,0.491,201,588,0.342,15,414,607,0.682,262,648,910,348,440,0.79,192,113,579,9,2105,249,0,457,289,0,1,880,2084,1963.08,0.536,8.3,15.23,9.63,201.7,70.2,8.73,21.6,30.33,11.6,6.4,3.77,14.67,19.3,0.0,0.5,24.83,56.53,6.7,19.6,13.8,20.23,18.13,36.93,29.33,69.47,65.44
Sam Houston State,Bearkats,67322042-9c40-4dc2-b33a-4754c02ec82a,31,6325.0,835,1886,1089,541,6325.0,0.497,294,797,0.369,15,367,492,0.746,288,731,1019,515,392,1.31,233,89,612,5,2331,222,1,520,294,0,3,820,2619,2102.48,0.554,7.16,16.77,9.48,204.0,75.2,9.29,23.58,32.87,16.6,7.52,2.87,12.65,19.74,0.03,0.48,26.94,60.84,9.48,25.71,11.84,15.87,17.45,35.13,26.45,84.48,67.82
Northwestern State,Demons,71874e7e-8260-43f9-bb7c-65f267dbe8ce,31,6250.0,725,1790,1144,535,6250.0,0.468,190,646,0.294,30,411,604,0.68,309,714,1023,340,496,0.69,192,138,578,2,2051,213,1,432,347,0,0,834,1990,2055.76,0.499,6.87,13.94,11.19,201.6,66.2,9.97,23.03,33.0,11.0,6.19,4.45,16.0,18.65,0.03,0.97,23.39,57.74,6.13,20.84,13.26,19.48,17.26,36.9,26.9,64.19,66.31
Incarnate Word,Cardinals,912671c7-19fd-451b-813e-885485427820,31,6275.0,711,1527,1019,537,6275.0,0.527,174,508,0.343,19,448,553,0.81,170,584,754,354,502,0.71,184,53,592,7,2044,191,0,441,202,0,2,870,1966,1770.32,0.577,6.16,14.23,6.52,202.4,65.9,5.48,18.84,24.32,11.4,5.94,1.71,16.19,19.1,0.0,0.61,22.94,49.26,5.61,16.39,14.45,17.84,17.32,32.87,28.06,63.42,57.11
Houston Baptist,Huskies,95a27dc5-16d5-4745-9adb-34c41e1444e8,29,5925.0,840,1839,1267,647,5925.0,0.511,193,572,0.337,20,513,758,0.677,342,656,998,432,435,0.99,229,53,573,8,2386,374,4,508,371,0,5,1164,2419,2172.52,0.549,12.9,17.52,12.79,204.3,82.3,11.79,22.62,34.41,14.9,7.9,1.83,15.0,19.76,0.14,0.69,28.97,63.41,6.66,19.72,17.69,26.14,22.31,43.69,40.14,83.41,74.91
Abilene Christian,Wildcats,a52b2ece-1f87-45b5-ae1e-8d0920479965,31,6250.0,828,1750,1145,593,6250.0,0.518,235,605,0.388,5,421,590,0.714,275,673,948,488,372,1.31,266,85,584,1,2312,174,0,607,337,0,3,979,2636,2009.6,0.575,5.61,19.58,10.87,201.6,74.6,8.87,21.71,30.58,15.7,8.58,2.74,12.0,18.84,0.0,0.16,26.71,56.45,7.58,19.52,13.58,19.03,19.13,36.94,31.58,85.03,64.83
Nicholls State,Colonels,c0d19efd-d40c-4e32-8e90-dbcb28178b5d,31,6250.0,807,1914,1031,483,6250.0,0.468,324,883,0.367,19,322,418,0.77,249,701,950,428,386,1.11,208,128,587,5,2260,174,0,464,270,0,7,748,2385,2097.92,0.539,5.61,14.97,8.71,201.6,72.9,8.03,22.61,30.65,13.8,6.71,4.13,12.45,18.94,0.0,0.61,26.03,61.74,10.45,28.48,10.39,13.48,15.58,33.26,24.13,76.94,67.67
McNeese State,Cowboys,d2ef641c-70e4-48bb-b40d-ac654d179205,31,6225.0,760,1675,1128,592,6225.0,0.525,168,547,0.307,17,461,647,0.713,272,692,964,429,451,0.95,147,97,468,9,2149,120,0,426,332,0,0,1064,2234,1959.68,0.548,3.87,13.74,10.71,200.8,69.3,8.77,22.32,31.1,13.8,4.74,3.13,14.55,15.1,0.0,0.55,24.52,54.03,5.42,17.65,14.87,20.87,19.1,36.39,34.32,72.06,63.22
Central Arkansas,Bears,dfc2dfb7-aa67-4c48-99c9-4fa6c6bc4355,31,6250.0,769,1802,1069,510,6250.0,0.477,259,733,0.353,25,448,619,0.724,241,752,993,442,455,0.97,186,117,578,2,2245,181,1,429,282,0,4,808,2324,2074.36,0.541,5.84,13.84,9.1,201.6,72.4,7.77,24.26,32.03,14.3,6.0,3.77,14.68,18.65,0.03,0.81,24.81,58.13,8.35,23.65,14.45,19.97,16.45,34.48,26.06,74.97,66.91
New Orleans,Privateers,e7ff6d5c-07e9-42af-955d-0a0b8c1e2288,29,5900.0,754,1697,1206,592,5900.0,0.491,162,491,0.33,23,410,598,0.686,292,619,911,437,461,0.95,265,123,551,7,2080,280,0,522,328,0,1,971,2224,1960.12,0.531,9.66,18.0,11.31,203.4,71.7,10.07,21.34,31.41,15.1,9.14,4.24,15.9,19.0,0.0,0.79,26.0,58.52,5.59,16.93,14.14,20.62,20.41,41.59,33.48,76.69,67.59
Lamar,Cardinals,eda6c307-1e0f-4a28-82f4-ee9653b343fb,31,6300.0,847,1858,1229,631,6300.0,0.513,216,629,0.343,25,534,777,0.687,353,730,1083,457,447,1.02,273,94,582,7,2444,237,0,606,433,0,2,1012,2650,2199.88,0.555,7.65,19.55,13.97,203.2,78.8,11.39,23.55,34.94,14.7,8.81,3.03,14.42,18.77,0.0,0.81,27.32,59.94,6.97,20.29,17.23,25.06,20.35,39.65,32.65,85.48,70.96
Texas A&M-CC,Islanders,fe21a988-3e96-4f3c-8f9f-b449ccda43b0,31,6250.0,754,1743,1150,559,6250.0,0.486,195,593,0.329,12,370,535,0.692,298,736,1034,415,444,0.93,194,89,586,0,2073,165,1,429,328,0,0,830,2207,1978.4,0.524,5.32,13.84,10.58,201.6,66.9,9.61,23.74,33.35,13.4,6.26,2.87,14.32,18.9,0.03,0.39,24.32,56.23,6.29,19.13,11.94,17.26,18.03,37.1,26.77,71.19,63.82
Arkansas-Pine Bluff,Golden Lions,1394dd8a-040e-4509-9ee3-761d60eaf6c9,31,6300.0,701,1631,1077,512,6300.0,0.475,189,554,0.341,10,465,682,0.682,262,663,925,359,468,0.77,210,107,607,4,2056,102,0,422,297,0,1,730,2042,1931.08,0.532,3.29,13.61,9.58,203.2,66.3,8.45,21.39,29.84,11.6,6.77,3.45,15.1,19.58,0.0,0.32,22.61,52.61,6.1,17.87,15.0,22.0,16.52,34.74,23.55,65.87,62.29
Alcorn State,Braves,1bddc811-44cf-4e53-b4ab-11c8dc82c9de,30,6025.0,685,1666,1034,480,6025.0,0.464,205,632,0.324,12,354,526,0.673,300,665,965,380,475,0.8,226,102,527,1,1929,161,0,376,340,0,0,714,1974,1897.44,0.508,5.37,12.53,11.33,200.8,64.3,10.0,22.17,32.17,12.7,7.53,3.4,15.83,17.57,0.0,0.4,22.83,55.53,6.83,21.07,11.8,17.53,16.0,34.47,23.8,65.8,63.25
Alabama State,Hornets,267d417a-8f85-4c87-a15a-068c089a74c6,29,5850.0,668,1653,1018,464,5850.0,0.456,204,635,0.321,22,422,638,0.661,288,611,899,293,420,0.7,189,98,526,3,1962,55,0,425,350,0,1,714,1820,1933.72,0.507,1.9,14.66,12.07,201.7,67.7,9.93,21.07,31.0,10.1,6.52,3.38,14.48,18.14,0.0,0.76,23.03,57.0,7.03,21.9,14.55,22.0,16.0,35.1,24.62,62.76,66.68
Mississippi Valley State,Delta Devils,5873529e-e5e3-4a06-8a03-fa4cbe509880,32,6425.0,730,1923,1369,558,6425.0,0.408,172,554,0.31,30,426,647,0.658,310,738,1048,361,415,0.87,176,70,570,7,2058,118,2,369,313,0,0,742,1884,2207.68,0.466,3.69,11.53,9.78,200.8,64.3,9.69,23.06,32.75,11.3,5.5,2.19,12.97,17.81,0.06,0.94,22.81,60.09,5.38,17.31,13.31,20.22,17.44,42.78,23.19,58.88,68.99
Grambling State,Tigers,6776c7e6-f4c2-47bd-99e5-39fc179a3197,31,6250.0,765,1694,1186,560,6250.0,0.472,205,508,0.404,31,488,719,0.679,254,835,1089,381,491,0.78,182,136,635,2,2221,121,0,442,278,0,4,862,2358,2010.36,0.552,3.9,14.26,8.97,201.6,71.6,8.19,26.94,35.13,12.3,5.87,4.39,15.84,20.48,0.0,1.0,24.68,54.65,6.61,16.39,15.74,23.19,18.06,38.26,27.81,76.06,64.85
Prairie View A&M,Panthers,91ec9ba2-12e5-4a75-9410-a166c82163fd,31,6200.0,796,1827,1212,605,6200.0,0.499,191,615,0.311,21,509,758,0.672,295,625,920,394,398,0.99,266,51,671,10,2292,200,0,641,356,0,2,903,2245,2160.52,0.53,6.45,20.68,11.48,200.0,73.9,9.52,20.16,29.68,12.7,8.58,1.65,12.84,21.65,0.0,0.68,25.68,58.94,6.16,19.84,16.42,24.45,19.52,39.1,29.13,72.42,69.69
Alabama A&M,Bulldogs,949c3398-85e4-4c63-ba71-9a82e06ddea4,32,6475.0,736,1807,1231,554,6475.0,0.45,182,576,0.316,9,284,453,0.627,264,648,912,384,487,0.79,234,49,587,4,1938,143,0,484,268,0,1,766,1790,2006.32,0.483,4.47,15.13,8.38,202.3,60.6,8.25,20.25,28.5,12.0,7.31,1.53,15.22,18.34,0.0,0.28,23.0,56.47,5.69,18.0,8.88,14.16,17.31,38.47,23.94,55.94,62.7
Southern University,Jaguars,a3b13d27-ec14-4a7d-88a2-0bc9f7b58984,31,6225.0,728,1655,1130,555,6225.0,0.491,173,525,0.33,33,378,567,0.667,256,586,842,358,497,0.72,212,82,693,4,2007,175,0,465,324,0,9,804,1888,1904.48,0.527,5.65,15.0,10.45,200.8,64.7,8.26,18.9,27.16,11.5,6.84,2.65,16.03,22.35,0.0,1.06,23.48,53.39,5.58,16.94,12.19,18.29,17.9,36.45,25.94,60.9,61.43
Jackson State,Tigers,c444e03b-d16b-48b2-9b18-823c2647d41d,31,6225.0,702,1727,1188,551,6225.0,0.464,151,539,0.28,29,370,583,0.635,285,719,1004,349,426,0.82,198,118,625,3,1925,166,1,396,281,0,6,765,1930,1983.52,0.485,5.35,12.77,9.06,200.8,62.1,9.19,23.19,32.39,11.3,6.39,3.81,13.74,20.16,0.03,0.94,22.65,55.71,4.87,17.39,11.94,18.81,17.77,38.32,24.68,62.26,63.98
Texas Southern,Tigers,eb157f98-0697-459c-9293-ddb162ceb28b,31,6225.0,852,1918,1199,621,6225.0,0.518,231,719,0.321,45,538,798,0.674,339,781,1120,472,469,1.01,250,92,547,7,2473,197,0,526,365,0,4,1104,2612,2269.12,0.545,6.35,16.97,11.77,200.8,79.8,10.94,25.19,36.13,15.2,8.06,2.97,15.13,17.65,0.0,1.45,27.48,61.87,7.45,23.19,17.35,25.74,20.03,38.68,35.61,84.26,73.2
