team,w_l,wins,losses,win_loss_pct,offensive_opp_pts,offensive_opp_ppg,defensive_opp_pts,defensive_opp_ppg,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_free_throws_made,total_free_throw_att,total_free_throw_pct,total_steals,steal_pct,total_assists,total_turnovers,turnover_ratio,total_blocks,total_block_pct,total_rebounds,average_rebounds,total_opp_rebounds,average_opp_rebounds,reb_margin,Seed,team_market,team_name,team_id,total_games_played,total_minutes_played,total_field_goals_made-1,total_field_goals_att-1,total_field_goals_pct-1,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made-1,total_three_points_att-1,total_three_points_pct-1,total_blocked_att,total_free_throws_made-1,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds-1,total_assists-1,total_turnovers-1,total_assists_turnover_ratio,total_steals-1,total_blocks-1,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds-1,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att,Currentcoach,Month,Year,Sign,ChineseZodiac,Age
Purdue Fort Wayne,17-14,17,14,54.799999999999997,2572,83,2425,78.200000000000003,934,1944,48,336,892,37.700000000000003,368,526,70,228,7.4000000000000004,497,371,1.34,142,4.5999999999999996,1070,34.5,1118,36.100000000000001,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valparaiso,15-18,15,18,45.5,2205,66.799999999999997,2187,66.299999999999997,802,1783,45,185,585,31.600000000000001,416,595,69.900000000000006,202,6.0999999999999996,431,436,0.99,101,3.1000000000000001,1113,33.700000000000003,1083,32.799999999999997,0.90000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCU,25-6,25,6,80.599999999999994,2216,71.5,1896,61.200000000000003,778,1753,44.399999999999999,222,725,30.600000000000001,438,627,69.900000000000006,249,8,432,435,0.99,137,4.4000000000000004,1140,36.799999999999997,1099,35.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,13-16,13,16,44.799999999999997,2201,75.900000000000006,2207,76.099999999999994,737,1728,42.700000000000003,266,764,34.799999999999997,461,660,69.799999999999997,195,6.7000000000000002,400,423,0.95,106,3.7000000000000002,1088,37.5,1081,37.299999999999997,0.20000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ariz.,9-20,9,20,31,2113,72.900000000000006,2252,77.700000000000003,736,1702,43.200000000000003,239,700,34.100000000000001,402,576,69.799999999999997,184,6.2999999999999998,358,344,1.04,63,2.2000000000000002,981,33.799999999999997,1056,36.399999999999999,-2.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,15-15,15,15,50,2161,72,2070,69,780,1644,47.399999999999999,190,583,32.600000000000001,411,589,69.799999999999997,221,7.4000000000000004,402,386,1.04,131,4.4000000000000004,1014,33.799999999999997,998,33.299999999999997,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia,10-17,10,17,37,1978,73.299999999999997,1969,72.900000000000006,751,1657,45.299999999999997,227,627,36.200000000000003,249,357,69.700000000000003,208,7.7000000000000002,433,350,1.24,76,2.7999999999999998,955,35.399999999999999,958,35.5,-0.10000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,11-19,11,19,36.700000000000003,2206,73.5,2259,75.299999999999997,790,1834,43.100000000000001,241,702,34.299999999999997,385,552,69.700000000000003,224,7.5,401,393,1.02,79,2.6000000000000001,985,32.799999999999997,1098,36.600000000000001,-3.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Morris,17-15,17,15,53.100000000000001,2218,69.299999999999997,2171,67.799999999999997,775,1790,43.299999999999997,249,704,35.399999999999999,419,601,69.700000000000003,231,7.2000000000000002,443,475,0.93,83,2.6000000000000001,1079,33.700000000000003,1059,33.100000000000001,0.59999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,12-17,12,17,41.399999999999999,2144,73.900000000000006,2115,72.900000000000006,793,1713,46.299999999999997,234,628,37.299999999999997,324,465,69.700000000000003,169,5.7999999999999998,390,374,1.04,84,2.8999999999999999,979,33.799999999999997,1013,34.899999999999999,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,22-8,22,8,73.299999999999997,2266,75.5,2104,70.099999999999994,818,1760,46.5,226,637,35.5,404,580,69.700000000000003,204,6.7999999999999998,402,403,1.00,110,3.7000000000000002,1126,37.5,1064,35.5,2.1000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNC Greensboro,26-5,26,5,83.900000000000006,2384,76.900000000000006,2086,67.299999999999997,873,1895,46.100000000000001,244,710,34.399999999999999,394,566,69.599999999999994,278,9,409,367,1.11,122,3.8999999999999999,1079,34.799999999999997,1051,33.899999999999999,0.90000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado St.,12-18,12,18,40,2276,75.900000000000006,2275,75.799999999999997,820,1706,48.100000000000001,245,674,36.399999999999999,391,562,69.599999999999994,184,6.0999999999999996,445,349,1.28,74,2.5,1023,34.100000000000001,1025,34.200000000000003,-0.10000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh,12-18,12,18,40,2111,70.400000000000006,2071,69,703,1673,42,202,621,32.5,503,723,69.599999999999994,207,6.9000000000000004,356,414,0.86,115,3.7999999999999998,1097,36.600000000000001,1104,36.799999999999997,-0.20000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,13-16,13,16,44.799999999999997,2049,70.700000000000003,2073,71.5,732,1682,43.5,184,611,30.100000000000001,401,577,69.5,187,6.4000000000000004,350,408,0.86,137,4.7000000000000002,1106,38.100000000000001,1057,36.399999999999999,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennesaw St.,6-26,6,26,18.800000000000001,2030,63.399999999999999,2455,76.700000000000003,742,1945,38.100000000000001,136,438,31.100000000000001,410,590,69.5,185,5.7999999999999998,362,437,0.83,106,3.2999999999999998,1163,36.299999999999997,1223,38.200000000000003,-1.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penn St.,13-17,13,17,43.299999999999997,2085,69.5,2063,68.799999999999997,737,1770,41.600000000000001,209,649,32.200000000000003,402,579,69.400000000000006,229,7.5999999999999996,358,374,0.96,116,3.8999999999999999,1096,36.5,1031,34.399999999999999,2.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston College,14-15,14,15,48.299999999999997,2079,71.700000000000003,2103,72.5,731,1689,43.299999999999997,209,643,32.5,408,588,69.400000000000006,150,5.2000000000000002,362,358,1.01,94,3.2000000000000002,1068,36.799999999999997,1100,37.899999999999999,-1.1000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,26-4,26,4,86.700000000000003,2120,70.700000000000003,1749,58.299999999999997,770,1708,45.100000000000001,238,679,35.100000000000001,342,493,69.400000000000006,182,6.0999999999999996,403,275,1.47,127,4.2000000000000002,1059,35.299999999999997,1030,34.299999999999997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia Tech,14-17,14,17,45.200000000000003,2020,65.200000000000003,2052,66.200000000000003,724,1654,43.799999999999997,169,553,30.600000000000001,403,581,69.400000000000006,217,7,417,453,0.92,161,5.2000000000000002,1043,33.600000000000001,1116,36,-2.3999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&M-Corpus Christi,13-17,13,17,43.299999999999997,1997,66.599999999999994,1982,66.099999999999994,724,1692,42.799999999999997,190,579,32.799999999999997,359,518,69.299999999999997,190,6.2999999999999998,397,428,0.93,88,2.8999999999999999,1088,36.299999999999997,971,32.399999999999999,3.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvard,16-10,16,10,61.5,1840,70.799999999999997,1792,68.900000000000006,658,1431,46,226,600,37.700000000000003,298,430,69.299999999999997,148,5.7000000000000002,323,417,0.77,103,4,941,36.200000000000003,827,31.800000000000001,4.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral Roberts,11-20,11,20,35.5,2241,72.299999999999997,2397,77.299999999999997,830,1817,45.700000000000003,256,710,36.100000000000001,325,469,69.299999999999997,146,4.7000000000000002,418,435,0.96,106,3.3999999999999999,1113,35.899999999999999,1026,33.100000000000001,2.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairfield,9-22,9,22,29,2072,66.799999999999997,2167,69.900000000000006,761,1755,43.399999999999999,259,740,35,291,420,69.299999999999997,202,6.5,401,436,0.92,63,2,968,31.199999999999999,1065,34.399999999999999,-3.1000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Mich.,8-23,8,23,25.800000000000001,2179,70.299999999999997,2358,76.099999999999994,749,1747,42.899999999999999,221,692,31.899999999999999,460,664,69.299999999999997,147,4.7000000000000002,358,478,0.75,76,2.5,1144,36.899999999999999,1089,35.100000000000001,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duquesne,19-11,19,11,63.299999999999997,2198,73.299999999999997,2144,71.5,754,1768,42.600000000000001,255,791,32.200000000000003,435,628,69.299999999999997,244,8.0999999999999996,416,433,0.96,145,4.7999999999999998,1068,35.600000000000001,1150,38.299999999999997,-2.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towson,10-21,10,21,32.299999999999997,2097,67.599999999999994,2220,71.599999999999994,782,1811,43.200000000000003,177,538,32.899999999999999,356,514,69.299999999999997,149,4.7999999999999998,309,373,0.83,92,3,1153,37.200000000000003,999,32.200000000000003,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elon,11-20,11,20,35.5,2180,70.299999999999997,2352,75.900000000000006,780,1789,43.600000000000001,325,917,35.399999999999999,295,426,69.200000000000003,129,4.2000000000000002,454,402,1.13,56,1.8,1045,33.700000000000003,1133,36.5,-2.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,28-3,28,3,90.299999999999997,2634,85,2198,70.900000000000006,943,2036,46.299999999999997,298,876,34,450,650,69.200000000000003,231,7.5,532,374,1.42,122,3.8999999999999999,1260,40.600000000000001,1147,37,3.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri St.,16-16,16,16,50,2206,68.900000000000006,2157,67.400000000000006,774,1714,45.200000000000003,224,649,34.5,434,627,69.200000000000003,221,6.9000000000000004,354,385,0.92,127,4,1000,31.300000000000001,1013,31.699999999999999,-0.40000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,14-15,14,15,48.299999999999997,1940,66.900000000000006,1953,67.299999999999997,688,1607,42.799999999999997,238,669,35.600000000000001,326,471,69.200000000000003,136,4.7000000000000002,325,413,0.79,49,1.7,1031,35.600000000000001,916,31.600000000000001,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Florida,16-17,16,17,48.5,2485,75.299999999999997,2531,76.700000000000003,902,2014,44.799999999999997,308,897,34.299999999999997,373,539,69.200000000000003,212,6.4000000000000004,520,536,0.97,165,5,1252,37.899999999999999,1262,38.200000000000003,-0.29999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stetson,7-24,7,24,22.600000000000001,2151,69.400000000000006,2429,78.400000000000006,794,1962,40.5,215,684,31.399999999999999,348,503,69.200000000000003,210,6.7999999999999998,418,397,1.05,94,3,1110,35.799999999999997,1212,39.100000000000001,-3.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canisius,15-16,15,16,48.399999999999999,2191,70.700000000000003,2303,74.299999999999997,776,1776,43.700000000000003,253,771,32.799999999999997,386,558,69.200000000000003,196,6.2999999999999998,456,401,1.14,103,3.2999999999999998,986,31.800000000000001,1109,35.799999999999997,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Beach St.,14-18,14,18,43.799999999999997,2410,75.299999999999997,2443,76.299999999999997,828,1918,43.200000000000003,210,601,34.899999999999999,544,787,69.099999999999994,200,6.2999999999999998,386,457,0.84,100,3.1000000000000001,1199,37.5,1253,39.200000000000003,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulsa,18-12,18,12,60,2168,72.299999999999997,2131,71,731,1604,45.600000000000001,207,599,34.600000000000001,499,722,69.099999999999994,161,5.4000000000000004,399,381,1.05,69,2.2999999999999998,1041,34.700000000000003,1107,36.899999999999999,-2.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UC Riverside,9-22,9,22,29,2038,65.700000000000003,2146,69.200000000000003,748,1682,44.5,263,701,37.5,279,404,69.099999999999994,157,5.0999999999999996,404,398,1.02,55,1.8,989,31.899999999999999,965,31.100000000000001,0.80000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creighton,17-13,17,13,56.700000000000003,2368,78.900000000000006,2221,74,848,1760,48.200000000000003,324,828,39.100000000000001,348,504,69,201,6.7000000000000002,476,399,1.19,76,2.5,1034,34.5,1025,34.200000000000003,0.29999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCU,18-12,18,12,60,2242,74.700000000000003,2121,70.700000000000003,809,1778,45.5,230,666,34.5,394,571,69,216,7.2000000000000002,490,405,1.21,129,4.2999999999999998,1087,36.200000000000003,1028,34.299999999999997,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTRGV,18-15,18,15,54.5,2318,70.200000000000003,2307,69.900000000000006,784,1905,41.200000000000003,174,556,31.300000000000001,576,835,69,313,9.5,444,425,1.04,92,2.7999999999999998,1103,33.399999999999999,1288,39,-5.5999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley,18-14,18,14,56.299999999999997,2154,67.299999999999997,2104,65.799999999999997,749,1709,43.799999999999997,218,592,36.799999999999997,438,635,69,181,5.7000000000000002,389,409,0.95,116,3.6000000000000001,1092,34.100000000000001,1061,33.200000000000003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,16-14,16,14,53.299999999999997,2161,72,2130,71,781,1667,46.899999999999999,211,626,33.700000000000003,388,563,68.900000000000006,167,5.5999999999999996,434,412,1.05,113,3.7999999999999998,1081,36,964,32.100000000000001,3.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,26-4,26,4,86.700000000000003,2538,84.599999999999994,2010,67,925,1926,48,225,729,30.899999999999999,463,672,68.900000000000006,289,9.5999999999999996,484,391,1.24,209,7,1256,41.899999999999999,1060,35.299999999999997,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Mo. St.,10-21,10,21,32.299999999999997,2216,71.5,2378,76.700000000000003,796,1809,44,266,719,37,358,520,68.799999999999997,182,5.9000000000000004,402,447,0.90,75,2.3999999999999999,1081,34.899999999999999,1135,36.600000000000001,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Ill.,14-18,14,18,43.799999999999997,2299,71.799999999999997,2457,76.799999999999997,826,1912,43.200000000000003,272,735,37,375,545,68.799999999999997,200,6.2999999999999998,434,427,1.02,120,3.7999999999999998,1147,35.799999999999997,1186,37.100000000000001,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,19-11,19,11,63.299999999999997,2153,71.799999999999997,2043,68.099999999999994,780,1749,44.600000000000001,203,590,34.399999999999999,390,567,68.799999999999997,178,5.9000000000000004,385,370,1.04,98,3.2999999999999998,1136,37.899999999999999,1107,36.899999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton,20-10,20,10,66.700000000000003,2200,73.299999999999997,1974,65.799999999999997,821,1629,50.399999999999999,186,559,33.299999999999997,372,541,68.799999999999997,152,5.0999999999999996,494,373,1.32,72,2.3999999999999999,1047,34.899999999999999,963,32.100000000000001,2.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,11-19,11,19,36.700000000000003,2124,70.799999999999997,2192,73.099999999999994,757,1712,44.200000000000003,237,678,35,373,543,68.700000000000003,149,5,449,412,1.09,83,2.7999999999999998,1047,34.899999999999999,959,32,2.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattanooga,12-19,12,19,38.700000000000003,2204,71.099999999999994,2308,74.5,811,1830,44.299999999999997,280,776,36.100000000000001,302,440,68.599999999999994,134,4.2999999999999998,405,393,1.03,77,2.5,1062,34.299999999999997,1122,36.200000000000003,-1.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UC Irvine,26-5,26,5,83.900000000000006,2235,72.099999999999994,1967,63.5,825,1815,45.5,211,586,36,374,545,68.599999999999994,178,5.7000000000000002,413,379,1.09,133,4.2999999999999998,1255,40.5,1023,33,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma St.,11-19,11,19,36.700000000000003,2023,67.400000000000006,2138,71.299999999999997,703,1674,42,261,700,37.299999999999997,356,519,68.599999999999994,168,5.5999999999999996,391,371,1.05,121,4,1030,34.299999999999997,1078,35.899999999999999,-1.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulane,4-25,4,25,13.800000000000001,1935,66.700000000000003,2238,77.200000000000003,678,1658,40.899999999999999,199,630,31.600000000000001,380,554,68.599999999999994,136,4.7000000000000002,414,443,0.93,101,3.5,1063,36.700000000000003,1119,38.600000000000001,-1.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer,11-19,11,19,36.700000000000003,2174,72.5,2161,72,759,1691,44.899999999999999,224,647,34.600000000000001,432,630,68.599999999999994,197,6.5999999999999996,382,393,0.97,80,2.7000000000000002,1031,34.399999999999999,1060,35.299999999999997,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Orleans,17-12,17,12,58.600000000000001,2080,71.700000000000003,2005,69.099999999999994,754,1697,44.399999999999999,162,491,33,410,598,68.599999999999994,265,9.0999999999999996,437,461,0.95,124,4.2999999999999998,1026,35.399999999999999,1034,35.700000000000003,-0.29999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Ill.,17-15,17,15,53.100000000000001,2194,68.599999999999994,2144,67,802,1720,46.600000000000001,213,570,37.399999999999999,377,550,68.5,212,6.5999999999999996,438,448,0.98,129,4,1080,33.799999999999997,1047,32.700000000000003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar University,18-12,18,12,60,2361,78.700000000000003,2109,70.299999999999997,815,1790,45.5,206,604,34.100000000000001,525,766,68.5,266,8.9000000000000004,439,440,1.00,91,3,1159,38.600000000000001,962,32.100000000000001,6.5999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Washington,8-22,8,22,26.699999999999999,1907,63.600000000000001,2150,71.700000000000003,679,1664,40.799999999999997,181,574,31.5,368,537,68.5,150,5,336,385,0.87,85,2.7999999999999998,1008,33.600000000000001,1119,37.299999999999997,-3.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ga. Southern,20-10,20,10,66.700000000000003,2502,83.400000000000006,2265,75.5,926,1833,50.5,189,570,33.200000000000003,461,673,68.5,239,8,376,413,0.91,116,3.8999999999999999,1077,35.899999999999999,1045,34.799999999999997,1.1000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marist,12-19,12,19,38.700000000000003,2086,67.299999999999997,2147,69.299999999999997,739,1647,44.899999999999999,245,675,36.299999999999997,363,530,68.5,172,5.5,377,388,0.97,53,1.7,967,31.199999999999999,1015,32.700000000000003,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,17-12,17,12,58.600000000000001,2104,72.599999999999994,2004,69.099999999999994,738,1630,45.299999999999997,252,704,35.799999999999997,376,549,68.5,151,5.2000000000000002,452,341,1.33,61,2.1000000000000001,976,33.700000000000003,948,32.700000000000003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monmouth,12-20,12,20,37.5,2055,64.200000000000003,2258,70.599999999999994,710,1744,40.700000000000003,153,518,29.5,482,704,68.5,219,6.7999999999999998,349,468,0.75,94,2.8999999999999999,1120,35,1130,35.299999999999997,-0.29999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providence,16-14,16,14,53.299999999999997,2131,71,2090,69.700000000000003,735,1757,41.799999999999997,195,605,32.200000000000003,466,681,68.400000000000006,221,7.4000000000000004,431,389,1.11,116,3.8999999999999999,1102,36.700000000000003,1070,35.700000000000003,1.1000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston U.,15-18,15,18,45.5,2385,72.299999999999997,2387,72.299999999999997,922,1923,47.899999999999999,221,639,34.600000000000001,320,468,68.400000000000006,199,6,447,424,1.05,73,2.2000000000000002,1091,33.100000000000001,1028,31.199999999999999,1.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Army West Point,13-19,13,19,40.600000000000001,2268,70.900000000000006,2305,72,837,1956,42.799999999999997,272,863,31.5,322,471,68.400000000000006,198,6.2000000000000002,499,376,1.33,50,1.6000000000000001,1125,35.200000000000003,1174,36.700000000000003,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento St.,14-14,14,14,50,1984,70.900000000000006,1930,68.900000000000006,729,1636,44.600000000000001,148,463,32,378,553,68.400000000000006,215,7.7000000000000002,388,357,1.09,92,3.2999999999999998,968,34.600000000000001,961,34.299999999999997,0.29999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
