year,Seed,Team Name,TEAM ID
2018,S13,UC Irvine Anteaters,39d00ef7-320d-47cf-a2fa-859bc24d16b4
2018,S14,Old Dominion Monarchs,ce967953-5c50-4220-87b2-99acb9606e84
2018,S15,Colgate Raiders,80a19b57-d6ab-4bee-934f-33a72c2e958a
2018,S16,Gardner-Webb Runnin' Bulldogs,79871449-f5a1-4650-b3cf-85b78fd6943e
2018,S2,Tennessee Volunteers,b827dbdf-230f-4916-9703-3bb9004e26eb
2018,S3,Purdue Boilermakers,12d7f888-675b-459f-9099-a38f771d8a95
2018,S4,Kansas State Wildcats,d203f38a-a166-4258-bca2-e161b591ecfb
2018,S5,Wisconsin Badgers,c7569eae-5b93-4197-b204-6f3a62146b25
2018,S6,Villanova Wildcats,4383eb6a-7fd8-4ff2-94c5-43c933121e88
2018,S7,Cincinnati Bearcats,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a
2018,S8,Ole Miss Rebels,d7d668ec-edaa-4d6b-be25-2ebba4128643
2018,S9,Oklahoma Sooners,b2fda957-e15c-4fb2-8a13-6e58496f561e
2018,W1,Gonzaga Bulldogs,2f4d21f8-6d5f-48a5-abca-52a30583871a
2018,W10,Florida Gators,912f8837-1d81-4ef9-a576-a21f271d4c64
2018,W11,Arizona State Sun Devils,ad4bc983-8d2e-4e6f-a8f9-80840a786c64
2018,W12,Murray State Racers,77a69fb0-1355-4342-ac09-b4cc7949d95e
2018,W13,Vermont Catamounts,18e89867-9201-41ce-ba19-fadddf92fa17
2018,W14,Northern Kentucky Norse,ab9a1315-293f-42d3-a164-860216e81576
2018,W15,Montana Grizzlies,e3848467-66c0-41e5-8283-02e3586d8601
2018,W16,Fairleigh Dickinson Knights,b71d5a1b-2671-4e5a-b94b-06bfb22a27dd
2018,W2,Michigan Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277
2018,W3,Texas Tech Red Raiders,f8c705b7-87d3-411a-9c8b-5124daab0469
2018,W4,Florida State Seminoles,d3c8a767-b6fc-45d4-a5f2-18406f2993f1
2018,W5,Marquette Golden Eagles,06f7c904-0ac7-4125-b0f4-f4871bb69057
2018,W6,Buffalo Bulls,a9f5c9a2-342c-4881-9996-5d5c05ec9bd9
2018,W7,Nevada Wolf Pack,62a73b4a-e281-4483-a1f8-f1160a18e456
2018,W8,Syracuse Orange,8cd24de1-2be8-4b77-bcfa-47be0495a5f4
2018,W9,Baylor Bears,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf
